policy_id,age,exposure,year
1,48,0.920620052376762,2015
2,32,0.6562550801318139,2010
3,68,0.5179740601452067,2014
4,31,0.9079970302991569,2020
5,20,0.8892883947119117,2017
6,59,0.929689745651558,2000
7,67,0.532859678263776,2014
8,71,0.5044030592544004,2014
9,60,0.7958404377568513,2018
10,54,0.9348076902097091,2002
11,69,0.7231459429021925,2021
12,31,0.5187875023111701,2012
13,71,0.7051452916348353,2000
14,42,0.6826081055914983,2012
15,43,0.7382924152771011,2013
16,44,0.5668388778576627,2015
17,22,0.739728128304705,2023
18,68,0.6321563458768651,2012
19,44,0.7449664707528427,2010
20,74,0.9530306023079902,2018
21,45,0.7504986721323803,2023
22,74,0.8517534049460664,2018
23,26,0.5289550138404593,2018
24,46,0.8446554588153958,2014
25,52,0.8993976379279047,2014
26,25,0.5094275162555277,2015
27,43,0.5184072859119624,2003
28,24,0.7889111160766333,2022
29,59,0.8950179297244176,2006
30,26,0.8676305166445673,2023
31,79,0.6342688595177606,2019
32,36,0.9026832121890038,2013
33,53,0.7124664388829842,2008
34,31,0.5826075964141637,2023
35,34,0.8020237847231328,2002
36,60,0.9128801780752838,2011
37,56,0.890475463704206,2010
38,70,0.5407384496647865,2009
39,29,0.5353791841771454,2011
40,32,0.9794800088275224,2014
41,49,0.5451463785720989,2010
42,59,0.6061256261309609,2001
43,62,0.7196017964743078,2015
44,24,0.8889357442967594,2010
45,26,0.9257039796793833,2021
46,58,0.8123619519174099,2013
47,27,0.6940204550046474,2011
48,40,0.571877425420098,2010
49,44,0.9408364021219313,2020
50,77,0.9368709062691778,2006
51,70,0.6693118460243568,2021
52,24,0.7566564817680046,2013
53,70,0.7469677121844143,2000
54,44,0.89671890321187675,2004
55,49,0.9592075595865026,2005
56,55,0.7931801343802363,2003
57,42,0.9117401971016079,2021
58,51,0.9037194550037384,2022
59,46,0.6407864921493456,2021
60,22,0.7543242996325716,2010
61,25,0.6476147201610729,2018
62,29,0.9338118847226724,2008
63,80,0.8566836954560131,2021
64,30,0.6811756531242281,2014
65,35,0.9985151294386014,2014
66,50,0.8505016546696424,2016
67,74,0.6187394469743595,2006
68,44,0.8237484828568995,2021
69,42,0.6719761362764984,2018
70,55,0.9003130592172965,2023
71,38,0.6625139325624332,2012
72,32,0.6336429166840389,2010
73,58,0.5348905617138371,2007
74,64,0.7852586853550747,2011
75,43,0.5020854208851233,2012
76,77,0.6404508256819099,2008
77,48,0.6400435992982239,2015
78,33,0.9091146681457758,2020
79,69,0.5586671555647627,2003
80,47,0.6310822865925729,2013
81,23,0.7196164058987051,2008
82,60,0.9791922317817807,2001
83,25,0.6588125965790823,2001
84,39,0.8926723066251725,2021
85,39,0.5657647782936692,2003
86,56,0.7472657402977347,2013
87,48,0.7626052843406796,2014
88,65,0.9430645636748523,2003
89,34,0.6808419419685379,2004
90,71,0.7331466508330777,2008
91,67,0.7200388857163489,2013
92,66,0.8566859263228253,2005
93,51,0.5255929589038715,2005
94,21,0.8506588967284188,2019
95,30,0.831738151027821,2021
96,22,0.8319331940729171,2021
97,71,0.7499518325785175,2001
98,80,0.6376661994727328,2018
99,68,0.6865939673734829,2018
100,42,0.5527478239964694,2000
101,69,0.6274810645263642,2000
102,39,0.5231615740340203,2011
103,42,0.73480401316192,2011
104,49,0.6620442229323089,2001
105,63,0.6049936661729589,2001
106,42,0.8763156192144379,2015
107,40,0.621937763877213,2000
108,52,0.7027691280236468,2009
109,57,0.8516987417824566,2021
110,65,0.5572101389989257,2016
111,47,0.5673780190991238,2009
112,29,0.9922384010860696,2008
113,48,0.9883863866562024,2018
114,74,0.8793316791998222,2012
115,63,0.5150297390064225,2007
116,47,0.9871048637432978,2011
117,52,0.8801351735601202,2020
118,31,0.9437210195465013,2020
119,46,0.6109765527071431,2013
120,49,0.6352371553657576,2008
121,24,0.8036275124177337,2020
122,20,0.6700992936966941,2010
123,40,0.8784846456255764,2023
124,71,0.5374187072739005,2023
125,75,0.9453144618310034,2006
126,32,0.8852468082914129,2020
127,38,0.9413492161547765,2001
128,54,0.9738878641510382,2015
129,25,0.6620025279698893,2021
130,68,0.5893298592418432,2007
131,27,0.5749250286025926,2002
132,67,0.5573217391502112,2010
133,59,0.7356391887878999,2021
134,61,0.9056474389508367,2005
135,51,0.9333712139632553,2008
136,27,0.5323495646007359,2000
137,39,0.8659782410832122,2014
138,80,0.986336337053217,2000
139,29,0.6555585988098755,2009
140,37,0.8581925003090873,2001
141,63,0.7976009346311912,2015
142,34,0.521591117605567,2018
143,79,0.7245684351073578,2023
144,63,0.8193374121328816,2003
145,71,0.9003375482279807,2008
146,52,0.7709421220934018,2023
147,57,0.9409098310861737,2023
148,63,0.5033928377088159,2006
149,68,0.7234124048845842,2006
150,47,0.7416529668262228,2016
151,32,0.8966350281843916,2009
152,41,0.6392571459291503,2003
153,66,0.7952751509146765,2005
154,40,0.5937297556083649,2006
155,60,0.9036408743122593,2002
156,24,0.797168705612421,2014
157,46,0.6361700616544113,2021
158,32,0.9012924265116453,2006
159,40,0.8024533271091059,2023
160,43,0.9789584818063304,2018
161,55,0.5893046372802928,2000
162,63,0.5021189290564507,2020
163,80,0.6858805221272632,2016
164,49,0.8857220868812874,2019
165,24,0.7865639319643378,2010
166,44,0.5852297373348847,2003
167,59,0.5446977156680077,2006
168,22,0.9381134673021734,2011
169,23,0.5727987579302862,2008
170,33,0.8176383320242167,2006
171,41,0.7231188490986824,2018
172,49,0.962882521445863,2000
173,38,0.8059498940128833,2007
174,72,0.5345344585366547,2016
175,28,0.7584041454829276,2018
176,53,0.8447848982177675,2019
177,61,0.7424526792019606,2002
178,63,0.8080319607397541,2020
179,77,0.7395628900267184,2002
180,78,0.9263244816102087,2004
181,36,0.6338292313739657,2019
182,42,0.7042959709651768,2000
183,56,0.8998084370978177,2012
184,71,0.9368458366952837,2010
185,43,0.7694477044278756,2019
186,26,0.6640870082192123,2002
187,24,0.7891445704735816,2010
188,51,0.6669376157224178,2005
189,65,0.5792478180956095,2006
190,30,0.7550618974491954,2022
191,36,0.5182365310611203,2023
192,73,0.5712390139233321,2017
193,69,0.5859636808745563,2009
194,64,0.6619947437429801,2013
195,56,0.6767864007269964,2003
196,21,0.9332506551872939,2020
197,18,0.6782196591375396,2000
198,57,0.9753576323855668,2009
199,47,0.7412112739402801,2012
200,47,0.9337075129151344,2015
201,69,0.6588118050713092,2008
202,42,0.6677337413420901,2017
203,33,0.58070135966409,2006
204,41,0.8124697629828006,2018
205,71,0.5917045781388879,2017
206,28,0.7696141276974231,2020
207,65,0.5980854463996366,2010
208,37,0.5520051021594554,2013
209,57,0.6651321933604777,2009
210,20,0.8007840815698728,2022
211,46,0.8452044511213899,2003
212,53,0.6024432292906567,2004
213,69,0.7075127391144633,2006
214,61,0.5722151806112379,2018
215,39,0.6037787925451994,2020
216,66,0.8829645001096651,2019
217,59,0.7408135860459879,2008
218,76,0.6197468878235668,2023
219,37,0.8982006603619084,2023
220,28,0.72136549372226,2009
221,74,0.5849749093176797,2002
222,72,0.5825494434684515,2010
223,25,0.9843247621320188,2001
224,63,0.7611534813186154,2004
225,38,0.7612666364293545,2013
226,62,0.8443814050406218,2014
227,19,0.8940400942228734,2006
228,60,0.8461789900902659,2015
229,30,0.9397151076700538,2019
230,63,0.5705648126313463,2015
231,23,0.6326226358069107,2007
232,74,0.9479058798169717,2018
233,25,0.6769552284386009,2020
234,61,0.9661388534586877,2002
235,49,0.6635623960755765,2003
236,75,0.822696222923696,2019
237,53,0.7606714309658855,2021
238,62,0.7812832703348249,2006
239,78,0.7494064558995888,2014
240,31,0.7654123085085303,2005
241,70,0.6915685163112357,2011
242,33,0.8008106627967209,2021
243,40,0.6315903712529689,2013
244,78,0.8233494971645996,2017
245,50,0.8330278106732294,2009
246,57,0.7772074457025155,2010
247,57,0.6541058060247451,2003
248,27,0.8716935631819069,2019
249,42,0.9235248847398907,2009
250,25,0.6842613525222987,2022
251,35,0.7206217481289059,2008
252,78,0.9353119110455737,2015
253,70,0.7044238211819902,2012
254,26,0.7424851456889883,2018
255,24,0.751855953829363,2006
256,24,0.5197851681150496,2003
257,75,0.6976420676801354,2015
258,78,0.7301415810361505,2003
259,77,0.7784645284991711,2007
260,27,0.836284926510416,2012
261,41,0.8411396293668076,2022
262,80,0.9453286885982379,2008
263,71,0.8330185422673821,2001
264,40,0.7620029932586476,2006
265,43,0.6555140414275229,2002
266,60,0.5130928223952651,2007
267,50,0.5650207692524418,2009
268,74,0.7509637924376875,2020
269,78,0.755461928085424,2009
270,46,0.5576113880379125,2005
271,68,0.6280669043771923,2018
272,27,0.5822530237492174,2006
273,70,0.6396981587167829,2014
274,71,0.5762668524403125,2008
275,30,0.7144540066365153,2018
276,60,0.6060397104592994,2000
277,28,0.5389978145249188,2018
278,42,0.9361289195949212,2010
279,69,0.6070887494133785,2021
280,43,0.6014187297550961,2000
281,24,0.658276938018389,2007
282,42,0.665154013200663,2017
283,40,0.8846147634321824,2013
284,43,0.7865306560415775,2002
285,49,0.5810590388718992,2019
286,37,0.9066844778135419,2007
287,78,0.9609839586773887,2021
288,41,0.626240145182237,2022
289,74,0.8757163805421442,2007
290,26,0.6021692766807973,2022
291,58,0.9146216622320935,2012
292,54,0.6510071855736896,2021
293,40,0.8833042995538563,2006
294,31,0.5603275026660413,2020
295,63,0.9223256892291829,2023
296,23,0.9106111665023491,2001
297,44,0.9269449036801234,2014
298,18,0.5072781561175361,2003
299,43,0.5189630411332473,2016
300,59,0.6494282691273838,2017
301,66,0.6633452519308776,2014
302,75,0.5373862814158201,2020
303,34,0.8540410972200334,2022
304,46,0.5125931916991249,2019
305,43,0.912030232604593,2015
306,44,0.7557157000992447,2016
307,38,0.8833538325270638,2007
308,24,0.9690022504655644,2005
309,77,0.7709805013146251,2009
310,70,0.9744688834762201,2019
311,43,0.6584723334526643,2010
312,58,0.6433968188939616,2004
313,37,0.9841903124470264,2022
314,23,0.621457627043128,2000
315,67,0.8998673007590696,2009
316,47,0.6476052034413442,2005
317,48,0.8483928011264652,2004
318,46,0.8805910556111485,2010
319,34,0.6368651482043788,2018
320,54,0.5026040551019832,2006
321,74,0.711049968842417,2011
322,37,0.7989084593718871,2011
323,52,0.7210836861049756,2020
324,42,0.6712700841017067,2017
325,63,0.7583231958560646,2001
326,50,0.6142284200759605,2001
327,19,0.6447099930373952,2000
328,21,0.5112108611501753,2021
329,27,0.7641832600347698,2003
330,50,0.7092316257767379,2009
331,22,0.9873989830957726,2012
332,70,0.5247840008232743,2004
333,42,0.8192506124032661,2022
334,25,0.7469466439215466,2020
335,72,0.5023531265323982,2019
336,42,0.5927099110558629,2012
337,38,0.8171254533808678,2020
338,62,0.7592361450660974,2012
339,35,0.9458396536065266,2018
340,59,0.8388010821072385,2021
341,48,0.756883995141834,2005
342,23,0.6536112404428422,2007
343,24,0.698694660095498,2012
344,78,0.5766480870079249,2000
345,58,0.6899044739548117,2015
346,65,0.6351770783076063,2006
347,34,0.9726448797155172,2000
348,70,0.6261302009224892,2000
349,62,0.8678657206473872,2016
350,45,0.5338412509299815,2017
351,80,0.6854044968495145,2021
352,70,0.6087567667709664,2023
353,57,0.9394908603280783,2010
354,70,0.7116604242473841,2012
355,80,0.6605177785968408,2004
356,24,0.7063055564649403,2015
357,37,0.5781979932216927,2006
358,35,0.8145634349202737,2005
359,46,0.8846983027178794,2002
360,34,0.9508999532554299,2001
361,50,0.8050751311238855,2019
362,19,0.8153430474922061,2021
363,66,0.8310320897726342,2018
364,19,0.9649997247615829,2016
365,30,0.9961231710622087,2011
366,41,0.6292582115856931,2021
367,66,0.6454215995036066,2008
368,80,0.9557995813665912,2020
369,20,0.6866536134621128,2018
370,35,0.8617731172125787,2011
371,19,0.9199861207744107,2020
372,54,0.5583438522880897,2002
373,80,0.9222727390006185,2015
374,29,0.8281104600755498,2016
375,74,0.5046403396409005,2006
376,30,0.5539574956055731,2017
377,59,0.7135835830122232,2023
378,78,0.9141196871642023,2009
379,23,0.6676336504751816,2019
380,59,0.6473430281039327,2006
381,59,0.9533853313187137,2019
382,55,0.7033367928816006,2006
383,77,0.7838268635096028,2012
384,65,0.6241994999581948,2014
385,33,0.5671330055920407,2021
386,52,0.5985287869116291,2008
387,53,0.7650571240810677,2019
388,44,0.9778177036205307,2009
389,44,0.7099841537419707,2015
390,52,0.9196767780231312,2000
391,78,0.5398494978435338,2010
392,40,0.875114900409244,2006
393,20,0.6330352536169812,2005
394,48,0.7646718053147197,2008
395,65,0.5225357637973502,2022
396,19,0.8846181061817333,2010
397,64,0.9552636808948591,2000
398,40,0.8729611714370549,2019
399,20,0.5487060486339033,2004
400,26,0.972795058391057,2000
401,78,0.5892640599049628,2017
402,56,0.9011742547154427,2019
403,47,0.8356340911705047,2023
404,48,0.709160816273652,2002
405,47,0.8767539690015838,2017
406,26,0.7074626976391301,2005
407,53,0.7970157722011209,2000
408,51,0.6599331729812548,2005
409,39,0.8232406106544659,2017
410,75,0.6790133086033165,2013
411,61,0.9359229393303394,2012
412,58,0.7032254983205348,2008
413,45,0.7279149560490623,2020
414,46,0.9446563130477443,2022
415,78,0.8260414522374049,2021
416,60,0.5049732549814507,2023
417,56,0.8277794391615316,2000
418,62,0.6206938279792666,2007
419,54,0.9827743953792378,2007
420,60,0.7235719291493297,2021
421,50,0.8343155393376946,2017
422,36,0.5498503905255347,2018
423,29,0.6033626918215305,2008
424,51,0.9736435958184302,2011
425,38,0.784016034565866,2012
426,34,0.7037562793120742,2000
427,80,0.78989775525406,2018
428,29,0.5660073336912319,2017
429,47,0.7489837795728818,2007
430,52,0.5931499953148887,2017
431,47,0.6202486627735198,2007
432,42,0.9042517881607637,2021
433,67,0.8392778800334781,2007
434,64,0.9845946232089773,2007
435,71,0.5692213267320767,2020
436,20,0.7252756715752184,2009
437,68,0.744784978334792,2004
438,74,0.7713084684219211,2019
439,35,0.7281666580820456,2018
440,49,0.5857142833992839,2005
441,34,0.857420137617737,2011
442,55,0.9530105660669506,2004
